FRONT_LINE_VERSION=00000

FRONT_LINE_VERSION=00000

MAP_RIGHT=190000
MAP_TOP=160000



AF01,aerodromo--C17,25289.95,160510.19,2,-C,17,2,0:2
AF01:H1,24494.95,160510.19,
AF01:H2,26084.95,160510.19,
AF01:P1,24913.36,160293.19,24657.86,160296.92,270,
AF01:P2,24857.41,160351.01,24657.86,160356.60,271,
AF01:P3,25170.72,160651.26,25366.54,160653.13,449,
AF01:P4,25804.80,160686.69,25985.70,160682.96,91,
AF01:P5,25806.66,160628.88,25985.70,160630.75,449,
#--- End AF01 (aerodromo--C17)

AF02,aerodromo--B12,10556.46,114855.77,2,-B,12,2,0:2
AF02:H1,11207.46,114400.77,
AF02:H2,9905.01,115312.76,
AF02:P1,10301.75,115571.32,10506.31,115434.14,123,
AF02:P2,10258.43,115515.97,10470.21,115381.20,122,
AF02:P3,11011.70,114319.88,10860.08,114423.36,304,
AF02:P4,11028.55,114370.42,10893.77,114454.65,302,
AF02:P5,10609.79,115258.46,10633.86,115111.66,170,
AF02:P6,10564.07,115104.44,10540.00,115244.02,350,
#--- End AF02 (aerodromo--B12)

AF03,aerodromo--E11,43949.84,101097.86,2,-E,11,2,0:2
AF03:H1,43261.84,100700.86,
AF03:H2,44638.82,101495.86,
AF03:P1,44238.98,100404.55,44274.06,100553.66,373,
AF03:P2,44298.92,100392.86,44335.46,100525.89,375,
AF03:P3,44279.31,101481.28,44380.83,101545.88,417,
AF03:P4,44297.77,101444.36,44403.90,101508.96,418,
AF03:P5,43328.75,100941.39,43517.94,101047.52,420,
AF03:P6,43356.43,100904.48,43499.48,100982.92,421,
#--- End AF03 (aerodromo--E11)

AF04,aerodromo--E08,40948.93,79516.82,2,-E,08,2,0:2
AF04:H1,40548.93,78826.82,
AF04:H2,41349.85,80208.13,
AF04:P1,41310.97,78908.74,41129.60,78857.40,254,
AF04:P2,41287.02,78970.34,41112.48,78925.85,255,
AF04:P3,41413.64,79979.88,41338.35,79849.84,210,
AF04:P4,40992.71,80010.68,41102.22,80185.21,392,
AF04:P5,41040.62,79976.46,41095.37,80065.44,391,
#--- End AF04 (aerodromo--E08)

AF05,aerodromo--F06,56340.27,54492.88,2,-F,06,2,0:2
AF05:H1,57108.27,54286.88,
AF05:H2,55571.57,54699.70,
AF05:P1,55813.03,54501.12,55757.76,54280.02,194,
AF05:P2,55643.26,54398.46,55678.79,54528.76,375,
AF05:P3,55738.01,54797.24,55943.33,54741.96,105,
AF05:P4,56796.15,54548.50,56977.77,54509.02,102,
AF05:P5,56807.10,54493.22,56946.19,54461.64,102,
#--- End AF05 (aerodromo--F06)

AF06,aerodromo--I13,81906.22,127890.85,2,-I,13,2,0:2
AF06:H1,81150.22,127687.85,
AF06:H2,82662.74,128094.15,
AF06:P1,81267.46,127798.64,81373.51,127824.46,436,
AF06:P2,81442.68,127839.21,81604.07,127874.26,437,
AF06:P3,81623.90,127737.20,81471.74,127699.16,255,
AF06:P4,82389.75,128094.77,82468.37,128180.99,402,
AF06:P5,82468.37,128097.30,82531.77,128175.92,398,
AF06:P6,82541.91,127912.18,82579.95,128003.47,382,
AF06:P7,82470.91,127924.86,82498.80,128000.94,380,
#--- End AF06 (aerodromo--I13)

AF07,aerodromo--I15,89917.59,145838.44,2,-I,15,2,0:2
AF07:H1,89128.59,146049.44,
AF07:H2,90707.88,145626.27,
AF07:P1,89715.36,145347.86,89471.76,145412.82,284,
AF07:P2,89159.14,145648.31,89224.10,145891.91,374,
AF07:P3,89443.34,146188.29,89589.50,146151.75,104,
AF07:P4,89544.84,146074.61,89723.48,146094.91,443,
AF07:P5,89983.33,146111.15,90166.03,146220.77,419,
AF07:P6,90612.64,146078.67,90543.61,145826.95,195,
AF07:P7,90527.37,145485.90,90235.05,145567.10,285,
#--- End AF07 (aerodromo--I15)

AF08,aerodromo--J16,96524.81,157584.25,2,-J,16,2,0:2
AF08:H1,95834.81,157982.25,
AF08:H2,97216.13,157184.75,
AF08:P1,96027.35,157728.62,95917.89,157525.67,208,
AF08:P2,95835.80,157676.17,95897.37,157785.63,389,
AF08:P3,96022.79,158036.46,96218.89,157917.88,121,
AF08:P4,96978.23,157518.83,97133.29,157434.46,118,
AF08:P5,97005.59,157454.98,97085.40,157411.66,118,
AF08:P6,96738.80,157302.21,96638.46,157361.49,300,
#--- End AF08 (aerodromo--J16)

AF09,aerodromo--J14,95323.76,138871.39,2,-J,14,2,0:2
AF09:H1,94528.76,138871.39,
AF09:H2,96118.76,138871.39,
AF09:P1,94703.77,139312.29,94965.70,139312.29,90,
AF09:P2,94963.52,139166.04,94786.71,139168.23,270,
AF09:P3,95988.25,138690.13,95819.44,138691.83,270,
AF09:P4,95147.10,139208.14,95230.56,139120.86,136,
AF09:P5,95018.25,138672.64,94940.40,138726.89,304,
AF09:P6,95129.12,138682.07,95058.35,138726.89,302,
AF09:P7,95232.92,138689.15,95164.51,138736.33,304,
#--- End AF09 (aerodromo--J14)

AF10,aerodromo--M10,126437.15,97065.63,2,-M,10,2,0:1
AF10:H1,126027.15,96355.63,
AF10:H2,126847.15,97775.91,
AF10:P1,125826.18,96791.02,125978.03,97055.41,389,
AF10:P2,126149.66,96933.65,126029.05,96713.31,208,
AF10:P3,126544.68,96910.29,126683.16,96947.35,435,
AF10:P4,126661.70,96847.88,126571.99,96824.48,255,
AF10:P5,126230.68,97374.48,126351.60,97405.68,435,
AF10:P6,126244.33,97312.06,126369.15,97345.22,435,
AF10:P7,126347.70,97280.86,126384.75,97317.92,404,
#--- End AF10 (aerodromo--M10)

AF11,aerodromo--J11,91187.86,102730.44,2,-J,11,2,0:2
AF11:H1,91982.86,102730.44,
AF11:H2,90392.86,102730.44,
AF11:P1,91863.22,102552.93,91731.91,102555.32,271,
AF11:P2,91858.44,102598.29,91741.46,102603.07,272,
AF11:P3,90554.88,103178.45,90779.30,103173.68,91,
AF11:P4,90831.83,103028.04,90631.28,103030.43,270,
AF11:P5,90538.17,102846.59,90540.55,102951.64,361,
AF11:P6,91044.31,103039.98,91130.26,102951.64,135,
#--- End AF11 (aerodromo--J11)

AF12,aerodromo--L09,114320.28,86811.03,2,-L,09,2,0:1
AF12:H1,113509.28,86882.03,
AF12:H2,115133.08,86739.97,
AF12:P1,114104.91,86495.91,113983.96,86641.40,320,
AF12:P2,114099.65,86557.26,114013.76,86660.68,320,
AF12:P3,114620.25,86657.17,114607.98,86501.17,184,
AF12:P4,114434.44,86536.23,114446.71,86681.71,364,
AF12:P5,113931.38,87237.37,114236.37,87214.58,94,
AF12:P6,113908.59,87025.27,113915.60,87119.92,364,
AF12:P7,114217.09,86993.72,114110.17,87002.48,274,
#--- End AF12 (aerodromo--L09)

AF13,aerodromo--N08,138620.66,77273.65,2,-N,08,2,0:1
AF13:H1,137825.66,77273.65,
AF13:H2,139415.66,77273.65,
AF13:P1,139133.79,77447.94,139318.59,77444.81,90,
AF13:P2,138513.33,77409.52,138687.24,77412.04,449,
AF13:P3,138241.13,77071.79,138039.50,77071.79,270,
AF13:P4,138236.09,77124.72,138044.54,77122.20,269,
AF13:P5,139282.04,77175.13,139213.99,77124.72,233,
AF13:P6,139176.19,77172.61,139110.66,77124.72,233,
AF13:P7,139082.93,77175.13,139019.92,77127.24,232,
#--- End AF13 (aerodromo--N08)

AF14,aerodromo--K07,109680.41,63919.62,2,-K,07,2,0:1
AF14:H1,108913.41,64124.62,
AF14:H2,110449.23,63713.09,
AF14:P1,109259.36,63812.62,109019.58,63875.37,284,
AF14:P2,109242.36,63860.29,109038.00,63910.55,283,
AF14:P3,109110.03,64190.28,109187.08,64215.41,431,
AF14:P4,109158.61,64168.51,109235.66,64191.96,433,
AF14:P5,109212.21,64148.40,109284.24,64176.88,428,
AF14:P6,109604.17,64084.75,109741.53,64047.90,105,
AF14:P7,110217.25,63962.47,110354.60,63922.27,106,
AF14:P8,110376.38,63836.84,110217.25,63883.74,286,
#--- End AF14 (aerodromo--K07)

AF15,aerodromo--L04,111966.95,31585,2,-L,04,2,0:2
AF15:H1,112753.95,31795.00,
AF15:H2,111179.50,31373.13,
AF15:P1,111807.85,31255.44,111707.43,31311.83,299,
AF15:P2,111965.49,31261.30,111929.40,31199.95,210,
AF15:P3,111463.81,31842.39,111730.89,31916.37,434,
AF15:P4,111817.51,31726.89,111707.43,31698.02,255,
AF15:P5,111512.53,31658.32,111469.22,31788.25,341,
AF15:P6,112292.12,31550.04,112331.82,31403.87,164,
AF15:P7,112167.60,31360.56,112124.29,31513.95,344,
AF15:P8,111822.93,31306.42,111738.11,31347.92,296,
#--- End AF15 (aerodromo--L04)

AF16,aerodromo--K03,103728.79,22979.52,2,-K,03,2,0:2
AF16:H1,103050.79,22588.52,
AF16:H2,104406.86,23371.55,
AF16:P1,103332.20,22821.53,103351.11,22901.29,373,
AF16:P2,103395.93,22869.65,103417.02,22948.75,374,
AF16:P3,103456.57,22896.02,103475.03,22977.75,372,
AF16:P4,103962.78,23014.66,103852.05,22946.11,238,
AF16:P5,104313.44,23257.22,104305.53,23167.58,185,
AF16:P6,104252.80,23222.95,104244.89,23138.58,185,
AF16:P7,104200.07,23201.86,104181.61,23114.85,191,
#--- End AF16 (aerodromo--K03)

AF17,aerodromo--D03,35938.24,22353.46,2,-D,03,2,0:2
AF17:H1,35376.24,22915.46,
AF17:H2,36500.54,21791.16,
AF17:P1,35284.15,21898.46,35486.44,21898.46,90,
AF17:P2,36389.83,22142.32,36489.59,22042.56,135,
AF17:P3,36373.20,22103.53,36425.86,22053.65,133,
AF17:P4,35622.22,22909.93,35769.10,22757.51,136,
AF17:P5,35611.14,22860.05,35694.27,22776.91,135,
AF17:P6,35622.22,22272.57,35622.22,22413.89,360,
AF17:P7,35683.19,22267.02,35685.96,22150.64,178,
#--- End AF17 (aerodromo--D03)

