FRONT_LINE_VERSION=00000

FRONT_LINE_VERSION=00000

MAP_RIGHT=190000
MAP_TOP=160000

AF01,aerodromo--F13,54552.79,128611.91,2,-F,13,2,0:2
AF01:H1,53804.79,128411.91,
AF01:H2,55301.98,128813.08,
AF01:P1,54095.95,128375.76,54165.05,128139.85,163,
AF01:P2,54160.26,128122.28,54038.90,128087.15,253,
AF01:P3,54022.93,128099.93,53978.21,128266.00,344,
AF01:P4,53879.21,128578.10,54105.97,128638.08,435,
AF01:P5,54931.57,128826.52,54915.60,128885.61,344,
AF01:P6,54936.36,128903.17,55096.05,128944.69,435,
AF01:P7,55203.65,128642.01,55019.57,128559.17,245,
#--- End AF01 (aerodromo--F13)

AF02,aerodromo--F13,59826.25,120823.59,2,-F,13,2,0:2
AF02:H1,59250.25,121399.59,
AF02:H2,60402.83,120247.00,
AF02:P1,59671.23,121255.85,59780.30,121364.92,404,
AF02:P2,59827.04,121357.13,60006.23,121189.63,133,
AF02:P3,59527.10,120675.45,59461.55,120675.19,269,
AF02:P4,59460.60,120702.65,59460.60,120899.06,360,
AF02:P5,59956.50,120523.58,59843.90,120420.37,227,
AF02:P6,59731.31,120526.70,59843.90,120642.43,404,
#--- End AF02 (aerodromo--F13)

AF03,aerodromo--M17,128970.59,164846.84,2,-M,17,2,0:2
AF03:H1,128299.59,164459.84,
AF03:H2,129641.93,165234.84,
AF03:P1,128710.43,164569.51,128754.48,164494.00,149,
AF03:P2,128737.70,164462.54,128538.45,164349.29,240,
AF03:P3,128796.42,164915.57,128962.11,165007.85,420,
AF03:P4,129322.85,165257.43,129482.25,165347.62,420,
AF03:P5,129450.79,164953.32,129354.31,164894.59,238,
AF03:P6,129090.05,164754.07,128974.70,164686.96,239,
#--- End AF03 (aerodromo--M17)

AF04,aerodromo--K15,104766.2,140633.19,2,-K,15,2,0:2
AF04:H1,104223.20,141176.19,
AF04:H2,105309.87,140089.53,
AF04:P1,104395.95,140832.28,104308.93,140742.91,224,
AF04:P2,104279.53,140759.37,104134.88,140900.49,314,
AF04:P3,104153.70,140920.48,104232.49,140996.92,405,
AF04:P4,105193.49,140459.34,105319.88,140332.95,135,
AF04:P5,104946.65,140234.21,104757.07,140305.30,290,
AF04:P6,104867.66,140200.64,104691.90,140273.71,292,
#--- End AF04 (aerodromo--K15)

AF05,aerodromo--L13,118007.85,123077.27,2,-L,13,2,0:2
AF05:H1,118550.85,122534.27,
AF05:H2,117464.19,123620.93,
AF05:P1,118429.53,122908.77,118564.11,122772.89,135,
AF05:P2,117638.86,123285.34,117581.92,123224.52,223,
AF05:P3,117522.40,123203.81,117389.11,123338.39,315,
AF05:P4,117407.23,123372.04,117477.11,123439.33,406,
AF05:P5,118047.53,123237.39,118153.92,123131.00,135,
AF05:P6,118328.01,122550.70,118192.61,122676.43,312,
#--- End AF05 (aerodromo--L13)

AF06,aerodromo--P12,159228.58,112999.3,2,-P,12,2,0:2
AF06:H1,159776.58,113547.30,
AF06:H2,158680.56,112451.28,
AF06:P1,159485.60,113446.41,159339.35,113594.83,315,
AF06:P2,159416.57,113710.32,159581.20,113544.04,135,
AF06:P3,159792.73,113367.09,159627.98,113200.30,224,
AF06:P4,159052.38,112571.82,158918.14,112443.68,226,
AF06:P5,158881.52,112846.40,158983.22,112952.16,403,
#--- End AF06 (aerodromo--P12)

AF07,aerodromo--S12,182497.52,118081.83,2,-S,12,2,0:2
AF07:H1,181919.52,117503.83,
AF07:H2,183075.64,118659.95,
AF07:P1,182905.04,117787.88,182979.33,117726.70,129,
AF07:P2,182979.33,117687.37,182979.33,117586.86,180,
AF07:P3,182979.33,117540.97,182909.41,117481.97,229,
AF07:P4,182468.03,117530.04,182398.10,117460.12,225,
AF07:P5,182114.05,117949.57,182310.70,118150.60,404,
AF07:P6,182267.00,117508.19,182223.30,117551.89,315,
AF07:P7,182797.97,117567.19,182800.15,117733.25,360,
#--- End AF07 (aerodromo--S12)

AF08,aerodromo--P09,157643.19,81190.77,2,-P,09,2,0:1
AF08:H1,157256.19,81861.77,
AF08:H2,158031.19,80519.43,
AF08:P1,157712.22,81955.21,157840.92,81729.46,150,
AF08:P2,157735.43,81628.19,157621.50,81820.18,329,
AF08:P3,157851.47,81495.28,157815.60,81358.14,194,
AF08:P4,157828.26,80514.23,157735.43,80678.79,330,
#--- End AF08 (aerodromo--P09)

AF09,aerodromo--L09,117771.88,81489.78,2,-L,09,2,0:1
AF09:H1,117571.88,80746.78,
AF09:H2,117972.80,82233.89,
AF09:P1,116961.19,81796.85,117052.12,81847.51,420,
AF09:P2,117109.27,81770.87,117176.81,81653.97,149,
AF09:P3,118105.48,82042.48,118043.44,81832.87,196,
AF09:P4,117825.94,80996.73,117787.19,80856.26,195,
AF09:P5,117687.57,81725.89,117574.02,81656.01,238,
#--- End AF09 (aerodromo--L09)

AF10,aerodromo--P05,153308.41,47535.43,2,-P,05,2,0:1
AF10:H1,152755.41,48088.43,
AF10:H2,153862.73,46981.22,
AF10:P1,153736.80,47013.85,153647.26,47105.05,315,
AF10:P2,153725.19,47247.65,153867.79,47229.41,97,
AF10:P3,153760.01,47201.22,153879.40,47187.95,96,
AF10:P4,152871.27,47764.98,152718.72,47813.06,287,
AF10:P5,152877.90,47811.40,152725.35,47862.81,288,
AF10:P6,152954.17,48045.20,153095.11,47905.92,134,
#--- End AF10 (aerodromo--P05)

AF11,aerodromo--P04,153870.31,34724.02,2,-P,04,2,0:1
AF11:H1,153322.31,34176.02,
AF11:H2,154418.33,35272.03,
AF11:P1,153699.67,34381.05,153753.74,34328.98,133,
AF11:P2,153743.73,34294.94,153595.53,34146.74,224,
AF11:P3,153555.48,34142.74,153497.40,34196.81,312,
AF11:P4,153683.65,34741.53,153817.82,34875.70,404,
AF11:P5,154098.19,35212.14,154232.37,35348.32,404,
AF11:P6,154394.58,35061.95,154408.60,35013.88,163,
AF11:P7,154402.59,34979.84,154370.55,34945.79,223,
AF11:P8,154342.51,34941.79,154286.44,34953.81,282,
#--- End AF11 (aerodromo--P04)

AF12,aerodromo--H04,72190.91,30328.47,2,-H,04,2,0:1
AF12:H1,71642.91,29780.47,
AF12:H2,72738.93,30876.49,
AF12:P1,72015.70,29990.75,72072.20,29939.90,131,
AF12:P2,72066.55,29897.53,71899.83,29733.57,225,
AF12:P3,72010.01,30352.31,72131.52,30473.82,404,
AF12:P4,72422.50,30818.47,72558.10,30948.42,406,
AF12:P5,72346.22,30267.60,72230.40,30148.95,224,
#--- End AF12 (aerodromo--H04)

AF13,aerodromo--P16,152629.88,152265.89,2,-P,16,2,0:2
AF13:H1,151962.88,151881.89,
AF13:H2,153297.92,152649.94,
AF13:P1,152986.33,151483.36,152898.30,151508.92,286,
AF13:P2,152889.79,151537.31,152940.90,151730.39,374,
AF13:P3,152723.58,151909.35,152564.57,151951.94,284,
AF13:P4,152026.50,152125.15,152195.45,152217.43,421,
AF13:P5,152972.85,152586.16,152938.26,152640.74,327,
AF13:P6,152965.51,152667.25,153067.83,152728.33,419,
#--- End AF13 (aerodromo--P16)

AF14,aerodromo--O11,149787.86,103944.46,2,-O,11,2,0:2
AF14:H1,149208.86,103365.46,
AF14:H2,150368.52,104525.12,
AF14:P1,150145.29,103976.22,150452.93,103977.77,449,
AF14:P2,150465.29,103864.91,150117.46,103863.37,269,
AF14:P3,149678.42,104268.40,149781.10,104370.43,405,
AF14:P4,149814.46,104344.15,149862.39,104300.86,132,
AF14:P5,149268.75,103716.51,149349.14,103894.29,384,
AF14:P6,149239.38,103733.51,149273.39,103818.54,381,
AF14:P7,149712.43,103538.73,149568.66,103391.86,224,
AF14:P8,149594.94,103496.99,149537.74,103433.60,222,
#--- End AF14 (aerodromo--O11)


# NEXT 3 AF are test runways (special typoe of ship in PF)
# They are simmilar to normal AF but this differences:
# 1) H1 is alwyas the head they take off from
# 2) there is a extra line:
#   DATA_AFcode:(some stuff between colons):
#
# The stuff bewteen colon are the coordinates and orientation from 
# the test runway. basically all static object from where coordinates starts.
 

DATA_AF15:103570.42 7341.28 585.00 0.0 0 2 1.0:
AF15,aerodromo--K01,103569.83,7341.87,4,-K,01,2,0:1
AF15:H1,103909.83,7001.87,
AF15:H2,103228.52,7683.18,
AF15:P1,103329.90,7712.71,103465.92,7677.61,104,
AF15:P2,103378.16,7655.67,103492.24,7620.57,107,
AF15:P3,103465.92,7287.11,103378.16,7361.70,310,
AF15:P4,103505.41,7317.82,103404.49,7401.19,309,
#--- End AF01 (aerodromo--K01)

DATA_AF16:26727.28 5262.72 540.00 0.0 0 2 1.0:
AF16,aerodromo--C01,26728.28,5262.72,4,-C,01,2,0:1
AF16:H1,27207.28,5262.72,
