FRONT_LINE_VERSION=00001

MAP_RIGHT=190000
MAP_TOP=165000


#AF00,Name,cord_x,cord_y,Nro. cabezeras,LETRAS,NROS, Clase, Damage: army
#AF00:H1,cord_x,cord_y,
#AF00:H2,cord_x,cord_y,
##clase: 1 = comun,2 = 2 pistas taxi,3= concreto con pista taxi {no usado}
## color 0 =unknow,1=red,2=blue,3=neutral(no usado),

## + UNA LINEA EN BLANCO ENTRE AF y AF!!


AF01,aerodromo--C12,29186.4,112469.68,2,-C,12,2,0:2
AF01:H1,28533.40,112012.68,
AF01:H2,29839.95,112927.53,
AF01:P1,29316.28,111741.10,29072.76,111788.60,281,
AF01:P2,29138.15,112048.72,29176.02,112224.29,372,
AF01:P3,29447.99,112899.05,29609.79,113005.78,416,
AF01:P4,29812.91,112702.82,29675.21,112606.43,235,

AF02,aerodromo--F13,50732.43,123220.93,2,-F,13,2,0:2
AF02:H1,49950.43,123220.93,
AF02:H2,51516.34,123221.02,
AF02:P1,50097.06,123035.41,50184.46,123105.47,411,
AF02:P2,50275.66,123025.79,50371.93,123101.19,411,
AF02:P3,50453.61,123022.79,50529.81,123096.92,405,
AF02:P4,50049.71,123290.04,50169.54,123289.70,90,
AF02:P5,51399.91,123308.66,51299.12,123409.44,315,
AF02:P6,51267.63,123308.66,51173.14,123403.14,315,

AF03,aerodromo--E16,41241.42,157078.45,2,-E,16,2,0:2
AF03:H1,40588.42,157535.45,
AF03:H2,41894.97,156620.59,
AF03:P1,40614.93,156729.40,40598.64,156822.08,350,
AF03:P2,40587.44,156886.24,40574.20,156962.62,350,
AF03:P3,40632.25,156981.97,40693.35,156990.12,442,
AF03:P4,41667.74,156567.40,41537.59,156658.10,304,
AF03:P5,41730.84,156981.50,41892.54,156878.96,122,
AF03:P6,41119.54,156961.78,41017.00,156942.06,259,

AF04,aerodromo--M16,121895.97,151749.5,2,-M,16,2,0:1
AF04:H1,122685.97,151749.50,
AF04:H2,121105.97,151749.50,
AF04:P1,121486.62,151501.41,121275.78,151501.06,269,
AF04:P2,121261.31,151550.77,121260.66,151628.79,359,
AF04:P3,122314.77,151929.66,122492.20,151928.80,90,
AF04:P4,122365.96,151613.19,122300.86,151559.93,230,
AF04:P5,122257.74,151626.95,122187.06,151574.87,233,

AF05,aerodromo--M13,125901.84,129376.28,2,-M,13,2,0:1
AF05:H1,126691.84,129376.28,
AF05:H2,125111.84,129376.28,
AF05:P1,125498.28,129259.75,125498.89,129196.02,179,
AF05:P2,125477.65,129128.66,125390.86,129130.48,271,
AF05:P3,125349.59,129130.48,125270.09,129129.87,269,
AF05:P4,125270.09,129169.93,125270.69,129250.04,360,
AF05:P5,126329.80,129556.60,126429.39,129556.60,90,
AF05:P6,126511.90,129556.60,126511.90,129489.02,180,
AF05:P7,126390.46,129168.07,126304.69,129255.47,315,

AF06,aerodromo--H10,71120.48,99920.27,2,-H,10,2,0:2
AF06:H1,70436.48,99525.27,
AF06:H2,71804.80,100315.27,
AF06:P1,71395.81,100284.27,71562.48,100379.33,420,
AF06:P2,71699.52,100123.78,71699.52,100041.06,180,
AF06:P3,71599.52,100062.05,71599.52,99995.38,180,
AF06:P4,70820.97,99621.37,70880.42,99530.49,146,
AF06:P5,70857.49,99474.43,70751.32,99411.58,239,
AF06:P6,70672.33,99419.22,70631.57,99483.77,327,
AF06:P7,70499.86,99723.14,70602.12,99779.55,421,

AF07,aerodromo--D08,33042.29,72932.48,2,-D,08,2,0:2
AF07:H1,33449.29,72227.48,
AF07:H2,32634.28,73639.11,
AF07:P1,33077.92,72600.53,32981.30,72543.02,239,
AF07:P2,32898.49,72683.34,33002.01,72743.15,419,
AF07:P3,32719.07,72862.76,32650.78,72882.75,286,
AF07:P4,32680.87,72980.28,32712.47,73099.16,374,
AF07:P5,33032.57,73409.37,33143.29,73468.27,421,
AF07:P6,33216.33,73371.68,33291.71,73251.53,147,

AF08,aerodromo--E06,44482.54,58140.05,2,-E,06,2,0:2
AF08:H1,43794.54,57743.05,
AF08:H2,45171.52,58538.05,
AF08:P1,43721.01,58210.72,43916.67,58318.96,421,
AF08:P2,44153.97,58360.59,44316.33,58314.80,105,
AF08:P3,43995.77,58210.72,43870.88,58135.79,239,
AF08:P4,45157.26,58318.96,45011.56,58244.03,242,
AF08:P5,44840.87,58535.44,44982.41,58618.70,419,

AF09,aerodromo--D03,32729.88,24390.03,2,-D,03,2,0:2
AF09:H1,32041.88,23993.03,
AF09:H2,33418.87,24788.03,
AF09:P1,32475.20,24102.73,32515.04,24039.65,147,
AF09:P2,32477.41,24002.27,32304.09,23901.99,239,
AF09:P3,32566.12,24458.43,32652.81,24507.55,420,
AF09:P4,33097.80,24805.18,33219.17,24877.42,419,
AF09:P5,33337.64,24591.35,33256.73,24545.12,240,

AF10,aerodromo--I03,87523.39,23309.59,2,-I,03,2,0:2
AF10:H1,86835.39,22912.59,
AF10:H2,88212.37,23707.59,
AF10:P1,87789.22,22605.16,87833.37,22764.71,375,
AF10:P2,87804.53,22910.46,87666.41,22949.92,285,
AF10:P3,86913.79,23158.51,87051.91,23237.44,420,
AF10:P4,87850.26,23697.34,87966.47,23761.46,421,
AF10:P5,88082.69,23032.12,88058.64,22935.95,194,

AF11,aerodromo--J05,91669.19,46261.79,2,-J,05,2,0:2
AF11:H1,90906.19,46057.79,
AF11:H2,92432.35,46466.72,
AF11:P1,91306.62,46045.45,91333.14,45940.69,165,
AF11:P2,91294.69,45900.91,91136.89,45861.13,255,
AF11:P3,92037.56,46540.30,92206.40,46586.65,434,
AF11:P4,92249.44,46305.24,92113.70,46268.82,254,
AF11:P5,91034.41,46229.09,91107.24,46321.79,398,

AF12,aerodromo--L04,119249.16,37215.7,2,-L,04,2,0:2
AF12:H1,119646.16,36527.70,
AF12:H2,118851.16,37904.68,
AF12:P1,118967.31,37470.18,118895.68,37431.37,241,
AF12:P2,118859.53,37475.85,118760.84,37639.89,328,
AF12:P3,119311.32,37389.67,119375.27,37282.63,149,
AF12:P4,119656.07,36861.42,119736.70,36715.46,151,
AF12:P5,119441.99,36613.98,119408.63,36672.37,330,

AF13,aerodromo--N03,136165.63,27166.81,2,-N,03,2,0:1
AF13:H1,135375.63,27166.81,
AF13:H2,136955.63,27166.81,
AF13:P1,135765.24,27042.56,135765.24,26953.29,180,
AF13:P2,135723.74,26911.01,135554.60,26911.79,270,
AF13:P3,136599.10,27341.74,136771.86,27341.74,90,
AF13:P4,136771.86,27050.64,136701.71,26983.10,226,
AF13:P5,136659.62,27050.64,136596.49,26991.01,226,

AF14,aerodromo--M05,127529.3,45163.58,2,-M,05,2,0:1
AF14:H1,128091.30,44601.58,
AF14:H2,126967.00,45725.88,
AF14:P1,127931.67,44603.80,127888.81,44559.15,223,
AF14:P2,127857.55,44583.26,127759.32,44681.50,315,
AF14:P3,128049.55,44878.85,128050.45,44814.55,179,
AF14:P4,128108.49,44858.31,128112.96,44785.09,176,
AF14:P5,127391.69,45915.58,127499.40,45807.87,135,
AF14:P6,127510.54,45618.45,127347.12,45789.30,316,
AF14:P7,127581.11,45410.46,127581.11,45518.17,360,

AF15,aerodromo--M08,121601.92,74882.48,2,-M,08,2,0:1
AF15:H1,122390.92,74671.48,
AF15:H2,120811.63,75094.65,
AF15:P1,121569.31,74279.85,121354.06,74159.83,240,
AF15:P2,121493.65,74275.93,121338.41,74188.53,240,
AF15:P3,121297.97,74231.58,121251.01,74311.16,329,
AF15:P4,121095.77,74624.24,120999.23,74650.33,285,
AF15:P5,120987.49,74784.70,121008.37,74859.05,375,
AF15:P6,121327.97,75147.35,121442.77,75116.04,105,
AF15:P7,121381.46,75082.13,121507.10,75049.51,104,

## aerodromo K10 H1 original: 109555.16 96361.84
##            remplazado por: 108061.28 95961.47
## ya que si despegan usando H1 original chocan contra una loma.
## problema: AAA muy junta en H2 y problemas con los champfire.

AF16,aerodromo--K10,108799.16,96159.84,2,-K,10,2,0:1
AF16:H1,108061.28,95961.47,
AF16:H2,108042.63,95956.47,
AF16:P1,108097.50,96039.75,108244.78,96081.54,434,
AF16:P2,108400.02,95966.11,108356.23,95882.52,207,
AF16:P3,108503.69,95992.46,108466.84,95902.49,202,
AF16:P4,109217.64,96363.59,109415.93,96420.60,433,
AF16:P5,109490.30,96222.30,109289.52,96162.82,253,

AF17,aerodromo--Q07,161796.53,67096.88,2,-Q,07,2,0:1
AF17:H1,162486.53,67494.88,
AF17:H2,161105.22,66697.38,
AF17:P1,161812.89,66386.33,161627.08,66439.42,285,
AF17:P2,161642.25,66484.92,161664.10,66560.76,376,
AF17:P3,161520.90,66610.06,161414.73,66636.60,284,
AF17:P4,162089.70,67504.97,162241.38,67592.18,420,
AF17:P5,162438.56,67269.86,162290.68,67186.44,240,

AF18,aerodromo--R08,175561.78,71668.11,2,-R,08,2,0:1
AF18:H1,176251.78,72066.11,
AF18:H2,174870.47,71268.61,
AF18:P1,175195.78,71290.35,175290.03,71133.27,149,
AF18:P2,175190.07,71030.46,175147.23,71093.29,325,
AF18:P3,174924.48,71461.70,175104.40,71567.36,419,
AF18:P4,175846.92,72032.87,175998.28,72118.54,420,

AF19,aerodromo--Q11,162507.69,102132.47,2,-Q,11,2,0:1
AF19:H1,161931.69,102708.47,
AF19:H2,163084.27,101555.89,
AF19:P1,162637.58,101826.77,162529.73,101717.94,224,
AF19:P2,162407.17,101835.60,162515.02,101941.49,405,
AF19:P3,162211.08,101975.80,162147.35,101975.80,270,
AF19:P4,162138.53,102097.38,162141.47,102219.94,361,
